component_id,lot_id,component_type,parameter,value_0h_uA,value_24h_uA,value_96h_uA,value_168h_uA,datasheet_limit_uA,ground_truth_class
C01889,L089,Type_A,leakage_current,8.581,8.876,9.538,10.546,50.0,Healthy
C01890,L090,Type_A,leakage_current,10.138,10.346,10.841,11.185,50.0,Healthy
C01891,L091,Type_A,leakage_current,10.21,10.588,11.102,11.666,50.0,Healthy
C01892,L092,Type_B,leakage_current,10.63,10.809,11.321,12.18,50.0,Healthy
C01893,L093,Type_A,leakage_current,10.579,10.836,11.256,11.592,50.0,Healthy
C01894,L094,Type_A,leakage_current,10.115,10.268,10.785,11.618,50.0,Healthy
C01895,L095,Type_C,leakage_current,9.463,9.756,10.351,11.148,50.0,Healthy
C01896,L096,Type_A,leakage_current,10.778,10.785,11.393,11.863,50.0,Healthy
C01897,L097,Type_C,leakage_current,8.01,8.159,8.502,8.822,50.0,Healthy
C01898,L098,Type_B,leakage_current,11.709,11.932,12.174,12.645,50.0,Healthy
C01899,L099,Type_A,leakage_current,10.11,10.081,10.798,11.543,50.0,Healthy
C01900,L100,Type_A,leakage_current,8.9,8.961,9.429,10.139,50.0,Healthy
C01901,L001,Type_B,leakage_current,11.72,13.68,25.806,37.805,50.0,Latent_Defect
C01902,L002,Type_B,leakage_current,10.54,18.816,43.3,67.868,50.0,Obvious_Failure
C01903,L003,Type_A,leakage_current,10.745,10.85,11.056,10.989,50.0,Healthy
C01904,L004,Type_A,leakage_current,10.391,10.814,11.408,12.185,50.0,Healthy
C01905,L005,Type_B,leakage_current,11.116,11.381,12.013,12.184,50.0,Healthy
C01906,L006,Type_A,leakage_current,9.4,9.717,10.577,11.643,50.0,Healthy
C01907,L007,Type_A,leakage_current,10.069,11.6,28.349,44.821,50.0,Latent_Defect
C01908,L008,Type_A,leakage_current,9.584,11.407,26.792,38.841,50.0,Latent_Defect
C01909,L009,Type_A,leakage_current,10.345,12.867,32.173,42.982,50.0,Latent_Defect
C01910,L010,Type_A,leakage_current,10.607,12.257,30.305,44.848,50.0,Latent_Defect
C01911,L011,Type_A,leakage_current,9.221,11.12,26.966,39.099,50.0,Latent_Defect
C01912,L012,Type_A,leakage_current,10.236,11.664,29.357,39.418,50.0,Latent_Defect
C01913,L013,Type_A,leakage_current,9.518,9.693,9.844,10.337,50.0,Healthy
C01914,L014,Type_B,leakage_current,10.27,10.308,10.862,11.668,50.0,Healthy
C01915,L015,Type_B,leakage_current,11.323,11.527,12.148,12.585,50.0,Healthy
C01916,L016,Type_A,leakage_current,9.384,9.59,9.672,9.818,50.0,Healthy
C01917,L017,Type_C,leakage_current,8.922,9.155,9.645,10.037,50.0,Healthy
C01918,L018,Type_A,leakage_current,9.86,9.997,10.393,10.266,50.0,Healthy
C01919,L019,Type_B,leakage_current,10.657,10.949,11.619,12.42,50.0,Healthy
C01920,L020,Type_A,leakage_current,10.234,10.3,10.718,11.105,50.0,Healthy
C01921,L021,Type_B,leakage_current,10.66,10.926,11.677,12.367,50.0,Healthy
C01922,L022,Type_B,leakage_current,11.87,12.073,12.521,13.162,50.0,Healthy
C01923,L023,Type_A,leakage_current,10.839,13.065,30.753,38.113,50.0,Latent_Defect
C01924,L024,Type_A,leakage_current,10.052,10.355,10.868,11.843,50.0,Healthy
C01925,L025,Type_A,leakage_current,9.39,10.716,23.794,36.77,50.0,Latent_Defect
C01926,L026,Type_B,leakage_current,11.071,13.693,32.117,50.97,50.0,Rapid_Drift
C01927,L027,Type_A,leakage_current,9.222,9.301,9.644,10.036,50.0,Healthy
C01928,L028,Type_B,leakage_current,10.313,10.594,11.597,11.938,50.0,Healthy
C01929,L029,Type_C,leakage_current,10.105,13.505,38.045,62.206,50.0,Rapid_Drift
C01930,L030,Type_A,leakage_current,10.671,10.799,11.171,11.678,50.0,Healthy
C01931,L031,Type_A,leakage_current,9.397,9.688,10.274,10.586,50.0,Healthy
C01932,L032,Type_A,leakage_current,10.448,10.462,10.681,11.19,50.0,Healthy
C01933,L033,Type_A,leakage_current,10.666,13.993,41.64,68.944,50.0,Rapid_Drift
C01934,L034,Type_A,leakage_current,10.384,10.717,11.339,11.766,50.0,Healthy
C01935,L035,Type_A,leakage_current,10.565,10.753,11.567,11.937,50.0,Healthy
C01936,L036,Type_C,leakage_current,8.907,8.968,9.517,10.135,50.0,Healthy
C01937,L037,Type_A,leakage_current,10.376,12.324,27.335,42.208,50.0,Latent_Defect
C01938,L038,Type_A,leakage_current,9.146,9.31,10.086,10.801,50.0,Healthy
C01939,L039,Type_B,leakage_current,11.011,11.106,11.737,12.428,50.0,Healthy
C01940,L040,Type_B,leakage_current,10.709,11.007,11.755,12.499,50.0,Healthy
C01941,L041,Type_A,leakage_current,9.704,10.068,10.583,11.178,50.0,Healthy
C01942,L042,Type_A,leakage_current,9.256,9.359,9.784,10.28,50.0,Healthy
C01943,L043,Type_A,leakage_current,10.299,10.341,10.903,12.07,50.0,Healthy
C01944,L044,Type_A,leakage_current,9.596,17.627,42.486,67.058,50.0,Obvious_Failure
C01945,L045,Type_A,leakage_current,10.502,10.687,11.12,11.588,50.0,Healthy
C01946,L046,Type_A,leakage_current,10.003,9.829,10.005,10.532,50.0,Healthy
C01947,L047,Type_B,leakage_current,9.284,16.624,38.555,60.738,50.0,Obvious_Failure
C01948,L048,Type_C,leakage_current,10.363,10.558,11.087,11.597,50.0,Healthy
C01949,L049,Type_A,leakage_current,10.463,10.776,11.293,11.984,50.0,Healthy
C01950,L050,Type_B,leakage_current,10.124,12.449,33.266,46.205,50.0,Latent_Defect
C01951,L051,Type_B,leakage_current,11.345,11.362,11.595,11.572,50.0,Healthy
C01952,L052,Type_B,leakage_current,10.172,10.808,11.647,12.192,50.0,Healthy
C01953,L053,Type_B,leakage_current,10.938,11.13,11.507,11.456,50.0,Healthy
C01954,L054,Type_A,leakage_current,9.731,10.073,10.82,11.856,50.0,Healthy
C01955,L055,Type_A,leakage_current,10.461,10.771,11.546,12.209,50.0,Healthy
C01956,L056,Type_A,leakage_current,9.923,10.169,10.744,11.836,50.0,Healthy
C01957,L057,Type_C,leakage_current,10.004,10.221,11.012,11.673,50.0,Healthy
C01958,L058,Type_A,leakage_current,10.619,11.066,12.271,13.598,50.0,Healthy
C01959,L059,Type_B,leakage_current,10.205,10.662,11.305,11.949,50.0,Healthy
C01960,L060,Type_A,leakage_current,10.085,10.213,11.14,11.736,50.0,Healthy
C01961,L061,Type_A,leakage_current,9.888,13.639,40.737,68.004,50.0,Rapid_Drift
C01962,L062,Type_A,leakage_current,10.183,10.731,11.643,12.215,50.0,Healthy
C01963,L063,Type_A,leakage_current,9.249,12.428,38.517,64.221,50.0,Rapid_Drift
C01964,L064,Type_A,leakage_current,10.088,10.204,10.758,11.272,50.0,Healthy
C01965,L065,Type_A,leakage_current,11.107,10.954,11.329,11.852,50.0,Healthy
C01966,L066,Type_A,leakage_current,9.551,9.649,10.71,11.275,50.0,Healthy
C01967,L067,Type_B,leakage_current,9.914,10.05,10.866,11.672,50.0,Healthy
C01968,L068,Type_A,leakage_current,9.118,9.291,9.691,10.293,50.0,Healthy
C01969,L069,Type_B,leakage_current,10.824,17.044,35.446,54.401,50.0,Obvious_Failure
C01970,L070,Type_A,leakage_current,8.878,9.168,9.858,10.424,50.0,Healthy
C01971,L071,Type_C,leakage_current,8.664,8.969,9.495,10.065,50.0,Healthy
C01972,L072,Type_B,leakage_current,11.393,11.52,11.944,12.541,50.0,Healthy
C01973,L073,Type_C,leakage_current,10.291,12.49,25.642,38.928,50.0,Latent_Defect
C01974,L074,Type_A,leakage_current,9.707,12.082,31.538,46.759,50.0,Latent_Defect
C01975,L075,Type_A,leakage_current,9.556,9.465,10.061,10.162,50.0,Healthy
C01976,L076,Type_B,leakage_current,9.869,19.173,48.279,76.617,50.0,Obvious_Failure
C01977,L077,Type_B,leakage_current,12.203,12.317,12.563,13.095,50.0,Healthy
C01978,L078,Type_A,leakage_current,10.022,10.079,9.915,10.023,50.0,Healthy
C01979,L079,Type_A,leakage_current,10.178,10.104,10.522,10.688,50.0,Healthy
C01980,L080,Type_B,leakage_current,9.782,9.789,10.341,10.985,50.0,Healthy
C01981,L081,Type_A,leakage_current,9.169,9.502,9.865,10.456,50.0,Healthy
C01982,L082,Type_A,leakage_current,9.448,9.473,9.882,10.33,50.0,Healthy
C01983,L083,Type_A,leakage_current,9.93,10.073,10.544,11.05,50.0,Healthy
C01984,L084,Type_C,leakage_current,10.192,10.354,10.942,11.456,50.0,Healthy
C01985,L085,Type_A,leakage_current,8.573,16.825,40.694,64.916,50.0,Obvious_Failure
C01986,L086,Type_A,leakage_current,9.658,9.895,10.487,11.172,50.0,Healthy
C01987,L087,Type_A,leakage_current,10.41,10.638,11.176,11.757,50.0,Healthy
C01988,L088,Type_B,leakage_current,9.526,9.638,10.095,10.365,50.0,Healthy
C01989,L089,Type_C,leakage_current,9.882,10.098,10.99,11.546,50.0,Healthy
C01990,L090,Type_A,leakage_current,10.619,10.708,10.973,11.065,50.0,Healthy
C01991,L091,Type_A,leakage_current,9.94,10.119,10.714,11.631,50.0,Healthy
C01992,L092,Type_A,leakage_current,8.895,8.931,9.726,10.302,50.0,Healthy
C01993,L093,Type_A,leakage_current,10.105,10.263,10.65,11.081,50.0,Healthy
C01994,L094,Type_C,leakage_current,10.016,10.128,11.049,11.817,50.0,Healthy
C01995,L095,Type_A,leakage_current,9.484,9.701,9.847,10.198,50.0,Healthy
C01996,L096,Type_A,leakage_current,9.902,10.16,10.965,12.123,50.0,Healthy
C01997,L097,Type_A,leakage_current,10.027,10.034,10.744,11.21,50.0,Healthy
C01998,L098,Type_A,leakage_current,12.274,14.727,29.148,44.339,50.0,Latent_Defect
C01999,L099,Type_A,leakage_current,10.136,10.229,10.798,11.411,50.0,Healthy
C02000,L100,Type_B,leakage_current,11.144,11.709,12.368,13.275,50.0,Healthy
C02001,L001,Type_B,leakage_current,10.622,10.739,11.284,11.853,50.0,Healthy
C02002,L002,Type_C,leakage_current,10.167,10.545,11.644,12.463,50.0,Healthy
C02003,L003,Type_B,leakage_current,10.685,10.88,11.356,11.915,50.0,Healthy
C02004,L004,Type_A,leakage_current,9.235,9.6,10.304,11.013,50.0,Healthy
C02005,L005,Type_A,leakage_current,10.709,11.081,11.749,12.255,50.0,Healthy
C02006,L006,Type_A,leakage_current,9.845,10.023,10.621,11.238,50.0,Healthy
C02007,L007,Type_B,leakage_current,10.525,10.933,11.224,12.158,50.0,Healthy
C02008,L008,Type_A,leakage_current,10.498,12.043,31.977,40.624,50.0,Latent_Defect
C02009,L009,Type_A,leakage_current,10.241,10.366,10.876,11.319,50.0,Healthy
C02010,L010,Type_A,leakage_current,9.53,9.757,10.276,11.117,50.0,Healthy
C02011,L011,Type_A,leakage_current,9.394,9.612,10.152,10.268,50.0,Healthy
C02012,L012,Type_A,leakage_current,9.686,10.112,11.22,12.541,50.0,Healthy
C02013,L013,Type_A,leakage_current,10.446,10.548,11.068,11.288,50.0,Healthy
C02014,L014,Type_A,leakage_current,9.849,10.105,10.543,11.067,50.0,Healthy
C02015,L015,Type_B,leakage_current,10.688,10.993,11.845,12.65,50.0,Healthy
C02016,L016,Type_B,leakage_current,11.256,11.537,12.548,13.218,50.0,Healthy
C02017,L017,Type_A,leakage_current,10.452,10.528,11.115,11.938,50.0,Healthy
C02018,L018,Type_C,leakage_current,9.774,9.863,10.421,10.546,50.0,Healthy
C02019,L019,Type_C,leakage_current,8.82,10.908,29.193,44.166,50.0,Latent_Defect
C02020,L020,Type_A,leakage_current,10.262,10.156,10.804,11.197,50.0,Healthy
C02021,L021,Type_C,leakage_current,8.296,8.485,9.248,9.708,50.0,Healthy
C02022,L022,Type_A,leakage_current,10.258,10.644,11.754,13.098,50.0,Healthy
C02023,L023,Type_C,leakage_current,9.863,10.115,10.348,10.605,50.0,Healthy
C02024,L024,Type_A,leakage_current,9.122,9.434,10.497,11.544,50.0,Healthy
C02025,L025,Type_A,leakage_current,9.012,11.365,27.918,44.292,50.0,Latent_Defect
C02026,L026,Type_B,leakage_current,12.304,13.483,32.899,47.787,50.0,Latent_Defect
C02027,L027,Type_C,leakage_current,8.906,8.969,9.324,9.551,50.0,Healthy
C02028,L028,Type_A,leakage_current,10.075,10.092,11.054,11.687,50.0,Healthy
C02029,L029,Type_A,leakage_current,9.848,10.18,11.055,11.982,50.0,Healthy
C02030,L030,Type_A,leakage_current,10.224,10.342,10.536,10.944,50.0,Healthy
C02031,L031,Type_B,leakage_current,10.669,17.955,40.821,62.552,50.0,Obvious_Failure
C02032,L032,Type_A,leakage_current,9.673,9.617,10.316,11.211,50.0,Healthy
C02033,L033,Type_C,leakage_current,8.567,8.743,9.38,9.935,50.0,Healthy
C02034,L034,Type_B,leakage_current,10.313,10.531,11.269,11.959,50.0,Healthy
C02035,L035,Type_B,leakage_current,10.902,10.919,11.526,12.15,50.0,Healthy
C02036,L036,Type_A,leakage_current,9.475,9.461,9.909,10.38,50.0,Healthy
C02037,L037,Type_A,leakage_current,10.24,10.464,10.945,11.765,50.0,Healthy
C02038,L038,Type_B,leakage_current,10.145,10.474,11.328,12.249,50.0,Healthy
C02039,L039,Type_A,leakage_current,9.237,9.545,10.136,10.963,50.0,Healthy
C02040,L040,Type_A,leakage_current,10.792,11.062,11.903,12.646,50.0,Healthy
C02041,L041,Type_C,leakage_current,9.925,11.275,31.998,46.587,50.0,Latent_Defect
C02042,L042,Type_A,leakage_current,9.87,9.847,10.54,11.302,50.0,Healthy
C02043,L043,Type_A,leakage_current,10.835,10.806,11.541,12.056,50.0,Healthy
C02044,L044,Type_C,leakage_current,9.8,9.705,10.486,10.517,50.0,Healthy
C02045,L045,Type_B,leakage_current,10.558,12.646,31.219,39.976,50.0,Latent_Defect
C02046,L046,Type_A,leakage_current,9.442,9.374,9.289,9.779,50.0,Healthy
C02047,L047,Type_B,leakage_current,11.657,11.646,12.203,12.76,50.0,Healthy
C02048,L048,Type_B,leakage_current,9.951,10.109,10.235,10.585,50.0,Healthy
C02049,L049,Type_B,leakage_current,10.842,10.87,11.55,12.241,50.0,Healthy
C02050,L050,Type_A,leakage_current,10.334,12.468,25.155,37.296,50.0,Latent_Defect
C02051,L051,Type_A,leakage_current,9.62,9.652,9.84,10.177,50.0,Healthy
C02052,L052,Type_A,leakage_current,10.105,10.472,11.502,12.688,50.0,Healthy
C02053,L053,Type_B,leakage_current,11.194,13.781,41.376,68.96,50.0,Rapid_Drift
C02054,L054,Type_A,leakage_current,8.776,9.066,9.627,10.312,50.0,Healthy
C02055,L055,Type_A,leakage_current,10.762,10.917,11.092,11.257,50.0,Healthy
C02056,L056,Type_A,leakage_current,10.083,10.373,11.291,11.723,50.0,Healthy
C02057,L057,Type_A,leakage_current,11.221,11.4,11.798,12.272,50.0,Healthy
C02058,L058,Type_A,leakage_current,10.202,10.523,11.434,12.259,50.0,Healthy
C02059,L059,Type_A,leakage_current,9.937,10.254,10.912,11.77,50.0,Healthy
C02060,L060,Type_A,leakage_current,9.843,10.264,11.112,12.11,50.0,Healthy
C02061,L061,Type_A,leakage_current,9.557,9.938,11.114,11.952,50.0,Healthy
C02062,L062,Type_A,leakage_current,10.785,11.053,11.601,11.969,50.0,Healthy
C02063,L063,Type_A,leakage_current,9.191,11.394,24.898,38.241,50.0,Latent_Defect
C02064,L064,Type_A,leakage_current,10.593,11.074,12.048,12.715,50.0,Healthy
C02065,L065,Type_A,leakage_current,10.239,10.397,10.754,10.978,50.0,Healthy
C02066,L066,Type_B,leakage_current,11.838,12.036,12.175,12.846,50.0,Healthy
C02067,L067,Type_A,leakage_current,10.101,15.465,32.255,49.039,50.0,Obvious_Failure
C02068,L068,Type_A,leakage_current,9.061,9.067,9.622,9.957,50.0,Healthy
C02069,L069,Type_B,leakage_current,10.509,10.911,11.704,12.376,50.0,Healthy
C02070,L070,Type_A,leakage_current,8.993,9.089,9.521,9.765,50.0,Healthy
C02071,L071,Type_C,leakage_current,7.813,8.052,9.095,9.791,50.0,Healthy
C02072,L072,Type_A,leakage_current,9.375,9.378,9.945,10.443,50.0,Healthy
C02073,L073,Type_C,leakage_current,11.089,11.509,12.426,13.438,50.0,Healthy
C02074,L074,Type_B,leakage_current,10.507,10.699,10.929,11.166,50.0,Healthy
C02075,L075,Type_A,leakage_current,9.253,9.684,10.44,10.94,50.0,Healthy
C02076,L076,Type_A,leakage_current,10.817,11.179,11.943,12.602,50.0,Healthy
C02077,L077,Type_B,leakage_current,11.129,11.226,12.007,12.834,50.0,Healthy
C02078,L078,Type_A,leakage_current,9.92,10.266,11.346,12.32,50.0,Healthy
C02079,L079,Type_A,leakage_current,9.845,10.035,10.661,11.289,50.0,Healthy
C02080,L080,Type_B,leakage_current,9.754,11.992,27.641,40.414,50.0,Latent_Defect
C02081,L081,Type_C,leakage_current,9.884,10.165,10.893,11.967,50.0,Healthy
C02082,L082,Type_A,leakage_current,10.825,16.613,32.334,48.115,50.0,Obvious_Failure
C02083,L083,Type_A,leakage_current,9.217,9.553,10.493,10.913,50.0,Healthy
C02084,L084,Type_A,leakage_current,9.195,9.029,9.648,10.059,50.0,Healthy
C02085,L085,Type_C,leakage_current,10.137,12.842,33.471,54.113,50.0,Rapid_Drift
C02086,L086,Type_B,leakage_current,11.076,11.302,11.391,11.819,50.0,Healthy
C02087,L087,Type_C,leakage_current,9.465,9.726,10.629,11.458,50.0,Healthy
C02088,L088,Type_B,leakage_current,10.98,11.242,12.199,12.913,50.0,Healthy
C02089,L089,Type_C,leakage_current,9.133,9.379,9.786,10.516,50.0,Healthy
C02090,L090,Type_A,leakage_current,10.737,12.536,26.454,40.249,50.0,Latent_Defect
C02091,L091,Type_A,leakage_current,9.539,9.9,10.622,11.598,50.0,Healthy
C02092,L092,Type_A,leakage_current,10.048,10.444,10.935,11.451,50.0,Healthy
C02093,L093,Type_A,leakage_current,9.041,9.176,9.897,10.515,50.0,Healthy
C02094,L094,Type_B,leakage_current,10.042,10.278,10.774,11.051,50.0,Healthy
C02095,L095,Type_B,leakage_current,10.454,10.83,11.396,12.076,50.0,Healthy
C02096,L096,Type_A,leakage_current,10.314,10.558,11.096,11.553,50.0,Healthy
C02097,L097,Type_A,leakage_current,9.539,9.742,10.62,11.405,50.0,Healthy
C02098,L098,Type_B,leakage_current,11.622,11.919,12.871,13.784,50.0,Healthy
C02099,L099,Type_A,leakage_current,10.443,10.72,11.038,11.305,50.0,Healthy
C02100,L100,Type_A,leakage_current,9.972,9.958,10.252,10.763,50.0,Healthy
C02101,L001,Type_A,leakage_current,10.073,10.381,11.428,12.268,50.0,Healthy
C02102,L002,Type_A,leakage_current,10.086,10.476,11.053,12.413,50.0,Healthy
C02103,L003,Type_A,leakage_current,9.91,9.908,10.52,11.013,50.0,Healthy
C02104,L004,Type_A,leakage_current,10.842,11.244,11.679,12.098,50.0,Healthy
C02105,L005,Type_A,leakage_current,9.656,9.939,10.874,11.569,50.0,Healthy
C02106,L006,Type_A,leakage_current,11.298,11.59,12.284,12.989,50.0,Healthy
C02107,L007,Type_A,leakage_current,9.954,10.276,10.935,11.238,50.0,Healthy
C02108,L008,Type_C,leakage_current,8.101,8.338,9.159,10.065,50.0,Healthy
C02109,L009,Type_B,leakage_current,10.676,10.835,11.181,11.583,50.0,Healthy
C02110,L010,Type_B,leakage_current,11.517,11.663,12.446,13.459,50.0,Healthy
C02111,L011,Type_C,leakage_current,10.055,10.19,10.771,11.351,50.0,Healthy
C02112,L012,Type_C,leakage_current,8.773,8.758,9.079,9.539,50.0,Healthy
C02113,L013,Type_A,leakage_current,10.415,10.685,11.649,12.472,50.0,Healthy
C02114,L014,Type_B,leakage_current,10.219,13.552,42.398,70.452,50.0,Rapid_Drift
C02115,L015,Type_A,leakage_current,9.617,11.798,27.156,42.024,50.0,Latent_Defect
C02116,L016,Type_A,leakage_current,9.199,9.474,9.816,10.439,50.0,Healthy
C02117,L017,Type_B,leakage_current,10.183,12.713,38.483,63.937,50.0,Rapid_Drift
C02118,L018,Type_A,leakage_current,9.791,11.438,24.593,37.202,50.0,Latent_Defect
C02119,L019,Type_C,leakage_current,9.707,9.857,10.735,11.389,50.0,Healthy
C02120,L020,Type_B,leakage_current,10.017,14.055,36.009,57.683,50.0,Rapid_Drift
C02121,L021,Type_A,leakage_current,10.872,12.265,28.811,41.319,50.0,Latent_Defect
C02122,L022,Type_B,leakage_current,10.996,11.257,12.001,13.147,50.0,Healthy
C02123,L023,Type_B,leakage_current,11.491,11.423,11.717,11.848,50.0,Healthy
C02124,L024,Type_A,leakage_current,9.323,16.244,37.065,58.276,50.0,Obvious_Failure
C02125,L025,Type_B,leakage_current,10.342,10.469,10.885,11.409,50.0,Healthy
C02126,L026,Type_B,leakage_current,10.696,10.792,11.702,12.408,50.0,Healthy
C02127,L027,Type_A,leakage_current,9.988,10.13,10.459,11.346,50.0,Healthy
C02128,L028,Type_A,leakage_current,9.917,10.082,10.685,11.334,50.0,Healthy
C02129,L029,Type_C,leakage_current,10.172,10.598,11.471,12.041,50.0,Healthy
C02130,L030,Type_A,leakage_current,9.624,9.715,10.353,11.061,50.0,Healthy
C02131,L031,Type_B,leakage_current,10.696,10.958,11.901,12.3,50.0,Healthy
C02132,L032,Type_A,leakage_current,9.471,12.761,30.706,48.301,50.0,Rapid_Drift
C02133,L033,Type_A,leakage_current,11.053,11.155,11.601,12.323,50.0,Healthy
C02134,L034,Type_C,leakage_current,8.92,8.934,9.701,10.462,50.0,Healthy
C02135,L035,Type_B,leakage_current,10.491,10.677,11.143,11.759,50.0,Healthy
C02136,L036,Type_B,leakage_current,10.879,10.953,11.622,12.698,50.0,Healthy
C02137,L037,Type_C,leakage_current,10.319,11.902,26.932,39.495,50.0,Latent_Defect
C02138,L038,Type_A,leakage_current,9.387,9.594,9.983,10.762,50.0,Healthy
C02139,L039,Type_B,leakage_current,10.995,11.112,11.759,11.937,50.0,Healthy
C02140,L040,Type_A,leakage_current,10.968,19.117,44.145,69.266,50.0,Obvious_Failure
C02141,L041,Type_A,leakage_current,10.128,10.22,10.866,11.236,50.0,Healthy
C02142,L042,Type_A,leakage_current,10.293,10.506,11.372,12.122,50.0,Healthy
C02143,L043,Type_A,leakage_current,9.854,11.841,31.149,44.827,50.0,Latent_Defect
C02144,L044,Type_A,leakage_current,9.477,9.454,9.966,10.4,50.0,Healthy
C02145,L045,Type_B,leakage_current,10.835,11.077,11.911,12.565,50.0,Healthy
C02146,L046,Type_A,leakage_current,9.346,9.628,10.114,10.942,50.0,Healthy
C02147,L047,Type_A,leakage_current,10.203,10.494,11.187,12.215,50.0,Healthy
C02148,L048,Type_A,leakage_current,9.405,9.782,10.446,11.353,50.0,Healthy
C02149,L049,Type_A,leakage_current,10.28,10.502,11.199,11.952,50.0,Healthy
C02150,L050,Type_A,leakage_current,9.655,9.889,10.233,11.063,50.0,Healthy
C02151,L051,Type_A,leakage_current,10.22,10.451,11.171,11.51,50.0,Healthy
C02152,L052,Type_A,leakage_current,9.691,9.888,10.325,10.677,50.0,Healthy
C02153,L053,Type_A,leakage_current,9.662,9.856,10.61,11.447,50.0,Healthy
C02154,L054,Type_B,leakage_current,9.482,9.601,9.838,10.341,50.0,Healthy
C02155,L055,Type_B,leakage_current,10.963,12.97,30.351,39.873,50.0,Latent_Defect
C02156,L056,Type_A,leakage_current,9.235,10.783,23.236,36.089,50.0,Latent_Defect
C02157,L057,Type_A,leakage_current,9.456,9.7,10.695,11.478,50.0,Healthy
C02158,L058,Type_A,leakage_current,10.558,10.574,11.311,11.998,50.0,Healthy
C02159,L059,Type_B,leakage_current,10.333,10.391,10.437,10.603,50.0,Healthy
C02160,L060,Type_B,leakage_current,10.32,10.369,10.955,11.582,50.0,Healthy
C02161,L061,Type_B,leakage_current,10.969,11.264,12.011,12.793,50.0,Healthy
C02162,L062,Type_B,leakage_current,9.873,10.004,10.599,11.123,50.0,Healthy
C02163,L063,Type_A,leakage_current,10.507,19.589,46.605,73.866,50.0,Obvious_Failure
